filename,relative_path,class_label,label_id,generator_type,duration_seconds,sample_rate,channels,file_size_bytes,sha256_hash
human_physiological_0044.wav,real/human_physiological_0044.wav,real,0,physiological,2.97,16000,1,95100,fdf4ef8142ef8f52...
human_physiological_0045.wav,real/human_physiological_0045.wav,real,0,physiological,2.31,16000,1,74046,b4479eb3ebe74977...
human_physiological_0046.wav,real/human_physiological_0046.wav,real,0,physiological,2.82,16000,1,90332,c8eaefd9d9e3f27a...
human_physiological_0047.wav,real/human_physiological_0047.wav,real,0,physiological,2.65,16000,1,84948,3feeac2b83650028...
human_physiological_0048.wav,real/human_physiological_0048.wav,real,0,physiological,2.09,16000,1,66994,75621fae2f345049...
human_physiological_0049.wav,real/human_physiological_0049.wav,real,0,physiological,2.67,16000,1,85466,4bcebfe3706b294f...
human_physiological_0050.wav,real/human_physiological_0050.wav,real,0,physiological,2.04,16000,1,65222,4d6db5d962955505...
human_physiological_0051.wav,real/human_physiological_0051.wav,real,0,physiological,2.75,16000,1,88132,28338d289f6c20f5...
human_physiological_0052.wav,real/human_physiological_0052.wav,real,0,physiological,2.77,16000,1,88556,e82606dee8e61362...
human_physiological_0053.wav,real/human_physiological_0053.wav,real,0,physiological,2.62,16000,1,83850,3dafb8e5dac22aef...
human_physiological_0054.wav,real/human_physiological_0054.wav,real,0,physiological,2.86,16000,1,91596,781ab14e41d44d4a...
human_physiological_0055.wav,real/human_physiological_0055.wav,real,0,physiological,2.01,16000,1,64322,7b07faad58b3c53b...
human_physiological_0056.wav,real/human_physiological_0056.wav,real,0,physiological,2.86,16000,1,91712,d4becea978844265...
human_physiological_0057.wav,real/human_physiological_0057.wav,real,0,physiological,3.12,16000,1,99804,23446a8aa988a40a...
human_physiological_0058.wav,real/human_physiological_0058.wav,real,0,physiological,2.15,16000,1,68732,c19e6264f0dfe457...
human_physiological_0059.wav,real/human_physiological_0059.wav,real,0,physiological,2.07,16000,1,66410,0a732e98b17aa019...
human_physiological_0060.wav,real/human_physiological_0060.wav,real,0,physiological,2.21,16000,1,70728,4f35ed37e9401f48...
human_physiological_0061.wav,real/human_physiological_0061.wav,real,0,physiological,3.19,16000,1,102252,0997d3cd98fefac5...
human_physiological_0062.wav,real/human_physiological_0062.wav,real,0,physiological,2.06,16000,1,66000,1db72167ad0caf60...
human_physiological_0063.wav,real/human_physiological_0063.wav,real,0,physiological,3.03,16000,1,96894,a1114f49afadf92f...
human_physiological_0064.wav,real/human_physiological_0064.wav,real,0,physiological,2.75,16000,1,88048,cd6fd38f1770353b...
human_physiological_0065.wav,real/human_physiological_0065.wav,real,0,physiological,2.4,16000,1,77000,e3122bd740cb4b1d...
human_physiological_0066.wav,real/human_physiological_0066.wav,real,0,physiological,3.05,16000,1,97632,1df3c37c65d02d6f...
human_physiological_0067.wav,real/human_physiological_0067.wav,real,0,physiological,2.38,16000,1,76064,f13ca3019cc7a02d...
human_physiological_0068.wav,real/human_physiological_0068.wav,real,0,physiological,2.79,16000,1,89304,8e71d0ba19a99417...
human_physiological_0069.wav,real/human_physiological_0069.wav,real,0,physiological,2.23,16000,1,71302,8e4e0c00e56ccb21...
human_physiological_0070.wav,real/human_physiological_0070.wav,real,0,physiological,2.84,16000,1,90994,6a7d0a8c4c639e9c...
human_physiological_0071.wav,real/human_physiological_0071.wav,real,0,physiological,2.02,16000,1,64700,7077749b8a0b31c1...
human_physiological_0072.wav,real/human_physiological_0072.wav,real,0,physiological,3.19,16000,1,102122,0fb64c1edb30bab3...
human_physiological_0073.wav,real/human_physiological_0073.wav,real,0,physiological,2.98,16000,1,95548,000db8690b54a0ba...
human_physiological_0074.wav,real/human_physiological_0074.wav,real,0,physiological,2.84,16000,1,90800,3b15715962002e37...
human_physiological_0075.wav,real/human_physiological_0075.wav,real,0,physiological,3.08,16000,1,98462,e609b293ae03a86a...
human_physiological_0076.wav,real/human_physiological_0076.wav,real,0,physiological,3.1,16000,1,99094,b9cb521709554a6a...
human_physiological_0077.wav,real/human_physiological_0077.wav,real,0,physiological,3.08,16000,1,98654,a0e7477f82e288aa...
human_physiological_0078.wav,real/human_physiological_0078.wav,real,0,physiological,2.8,16000,1,89552,623268dbe1671703...
human_physiological_0079.wav,real/human_physiological_0079.wav,real,0,physiological,2.08,16000,1,66636,df20210c4e348607...
human_physiological_0080.wav,real/human_physiological_0080.wav,real,0,physiological,3.0,16000,1,96192,8bcd6cd3889a1238...
human_physiological_0081.wav,real/human_physiological_0081.wav,real,0,physiological,2.98,16000,1,95320,936f65063e5cdedd...
human_physiological_0082.wav,real/human_physiological_0082.wav,real,0,physiological,2.67,16000,1,85410,f3f0dc77c283442b...
human_physiological_0083.wav,real/human_physiological_0083.wav,real,0,physiological,2.14,16000,1,68438,9ce3318734ddf986...
human_physiological_0084.wav,real/human_physiological_0084.wav,real,0,physiological,2.51,16000,1,80364,169f58e37ac5861a...
human_physiological_0085.wav,real/human_physiological_0085.wav,real,0,physiological,2.41,16000,1,77214,e775c577ff240f37...
human_physiological_0086.wav,real/human_physiological_0086.wav,real,0,physiological,2.37,16000,1,75836,79251b7fac8d4dd2...
human_physiological_0087.wav,real/human_physiological_0087.wav,real,0,physiological,2.12,16000,1,67878,51c5be2744820d41...
human_physiological_0088.wav,real/human_physiological_0088.wav,real,0,physiological,2.08,16000,1,66550,495d5d6b7fa84035...
human_physiological_0089.wav,real/human_physiological_0089.wav,real,0,physiological,2.48,16000,1,79344,487ca24d516e3f5d...
human_physiological_0090.wav,real/human_physiological_0090.wav,real,0,physiological,3.03,16000,1,96906,47272b5c8c7b0458...
human_physiological_0091.wav,real/human_physiological_0091.wav,real,0,physiological,2.79,16000,1,89480,b42f5560034d5b1a...
human_physiological_0092.wav,real/human_physiological_0092.wav,real,0,physiological,2.62,16000,1,83790,4ec414dec92d3176...
human_physiological_0093.wav,real/human_physiological_0093.wav,real,0,physiological,2.92,16000,1,93546,dd9d4a09c23821fe...
human_physiological_0094.wav,real/human_physiological_0094.wav,real,0,physiological,2.97,16000,1,95016,06c8b8a360362d99...
human_physiological_0095.wav,real/human_physiological_0095.wav,real,0,physiological,2.39,16000,1,76662,40f243aa945f1a78...
human_physiological_0096.wav,real/human_physiological_0096.wav,real,0,physiological,2.85,16000,1,91246,e53a103144e79b0d...
human_physiological_0097.wav,real/human_physiological_0097.wav,real,0,physiological,2.49,16000,1,79718,0e03379c91cf7c38...
human_physiological_0098.wav,real/human_physiological_0098.wav,real,0,physiological,2.28,16000,1,72914,d82aa88e0879a35c...
human_physiological_0099.wav,real/human_physiological_0099.wav,real,0,physiological,2.05,16000,1,65506,e5076ccf1d7eb399...
human_physiological_0100.wav,real/human_physiological_0100.wav,real,0,physiological,2.66,16000,1,85162,1b04bdef466a9805...
human_physiological_0101.wav,real/human_physiological_0101.wav,real,0,physiological,2.01,16000,1,64388,47f6c679d8704e09...
human_physiological_0102.wav,real/human_physiological_0102.wav,real,0,physiological,2.69,16000,1,86034,39a3e2db56bfab1c...
human_physiological_0103.wav,real/human_physiological_0103.wav,real,0,physiological,3.15,16000,1,100916,fe5ebb50c76c6940...
human_physiological_0104.wav,real/human_physiological_0104.wav,real,0,physiological,2.27,16000,1,72722,256d974fb76260a5...
human_physiological_0105.wav,real/human_physiological_0105.wav,real,0,physiological,2.01,16000,1,64518,a21fc03669db268f...
human_physiological_0106.wav,real/human_physiological_0106.wav,real,0,physiological,2.61,16000,1,83440,29ea57604f251dd2...
human_physiological_0107.wav,real/human_physiological_0107.wav,real,0,physiological,2.4,16000,1,76964,6f0f3864fd4595c9...
human_physiological_0108.wav,real/human_physiological_0108.wav,real,0,physiological,2.81,16000,1,90002,65dd0c074547c8fe...
human_physiological_0109.wav,real/human_physiological_0109.wav,real,0,physiological,3.16,16000,1,101320,29dda410e0ae7485...
human_physiological_0110.wav,real/human_physiological_0110.wav,real,0,physiological,2.29,16000,1,73178,4c6cd01a648304da...
human_physiological_0111.wav,real/human_physiological_0111.wav,real,0,physiological,2.15,16000,1,68792,37090cb72d416e51...
human_physiological_0112.wav,real/human_physiological_0112.wav,real,0,physiological,2.69,16000,1,86146,896567ab7bf2490d...
human_physiological_0113.wav,real/human_physiological_0113.wav,real,0,physiological,2.35,16000,1,75280,c91434d5b720424c...
human_physiological_0114.wav,real/human_physiological_0114.wav,real,0,physiological,2.69,16000,1,86010,5256529d6e1746c0...
human_physiological_0115.wav,real/human_physiological_0115.wav,real,0,physiological,3.15,16000,1,100754,7fe3feb098fc20c1...
human_physiological_0116.wav,real/human_physiological_0116.wav,real,0,physiological,2.34,16000,1,74806,2b2a6a9e6454c63b...
human_physiological_0117.wav,real/human_physiological_0117.wav,real,0,physiological,2.68,16000,1,85710,68f21b91546153fc...
human_physiological_0118.wav,real/human_physiological_0118.wav,real,0,physiological,3.04,16000,1,97392,0654ba8786552ad3...
human_physiological_0119.wav,real/human_physiological_0119.wav,real,0,physiological,3.15,16000,1,100802,a9e2b8ec0867ac74...
human_physiological_0120.wav,real/human_physiological_0120.wav,real,0,physiological,2.28,16000,1,72972,1aa05befb3b80def...
human_physiological_0121.wav,real/human_physiological_0121.wav,real,0,physiological,2.34,16000,1,75018,5d5aeb6389034cbb...
human_physiological_0122.wav,real/human_physiological_0122.wav,real,0,physiological,2.47,16000,1,78956,e97833d56de2f2c5...
human_physiological_0123.wav,real/human_physiological_0123.wav,real,0,physiological,3.12,16000,1,99752,d9c4fd8f5a273d81...
human_physiological_0124.wav,real/human_physiological_0124.wav,real,0,physiological,2.28,16000,1,72996,213e22b1aed25ec0...
human_physiological_0125.wav,real/human_physiological_0125.wav,real,0,physiological,2.56,16000,1,82060,7f9d226a179f0b17...
human_physiological_0126.wav,real/human_physiological_0126.wav,real,0,physiological,3.01,16000,1,96276,90e618fe2d882d8b...
human_physiological_0127.wav,real/human_physiological_0127.wav,real,0,physiological,2.35,16000,1,75144,cebb9812dd92743a...
human_physiological_0128.wav,real/human_physiological_0128.wav,real,0,physiological,2.37,16000,1,76028,d597a4c6ccb9f15e...
human_physiological_0129.wav,real/human_physiological_0129.wav,real,0,physiological,2.47,16000,1,79234,fcdb4eb1cbfad002...
human_physiological_0130.wav,real/human_physiological_0130.wav,real,0,physiological,2.53,16000,1,81040,0a87d6b8765126dc...
human_physiological_0131.wav,real/human_physiological_0131.wav,real,0,physiological,2.4,16000,1,76832,8b6cf222a0468132...
human_physiological_0132.wav,real/human_physiological_0132.wav,real,0,physiological,2.94,16000,1,94168,d6b12c676d13f4ae...
human_physiological_0133.wav,real/human_physiological_0133.wav,real,0,physiological,2.64,16000,1,84608,877310802d0958db...
human_physiological_0134.wav,real/human_physiological_0134.wav,real,0,physiological,2.82,16000,1,90424,113bad7d6e116cbe...
human_physiological_0135.wav,real/human_physiological_0135.wav,real,0,physiological,2.94,16000,1,94082,2bbc1f10530354ab...
human_physiological_0136.wav,real/human_physiological_0136.wav,real,0,physiological,3.01,16000,1,96272,29934875a7ca938c...
human_physiological_0137.wav,real/human_physiological_0137.wav,real,0,physiological,2.43,16000,1,77894,848ca205e10d3936...
human_physiological_0138.wav,real/human_physiological_0138.wav,real,0,physiological,2.42,16000,1,77636,e11ba132b702f489...
human_physiological_0139.wav,real/human_physiological_0139.wav,real,0,physiological,2.71,16000,1,86644,d708c1df369da548...
human_physiological_0140.wav,real/human_physiological_0140.wav,real,0,physiological,2.98,16000,1,95258,7b389967a392e3b5...
human_physiological_0141.wav,real/human_physiological_0141.wav,real,0,physiological,2.61,16000,1,83624,c74526a0a5f9cd58...
human_physiological_0142.wav,real/human_physiological_0142.wav,real,0,physiological,2.71,16000,1,86886,993fcfc26db0fae4...
human_physiological_0143.wav,real/human_physiological_0143.wav,real,0,physiological,2.42,16000,1,77480,e57d7f4983571aa9...
human_physiological_0144.wav,real/human_physiological_0144.wav,real,0,physiological,2.63,16000,1,84250,2f9fac75f3f99c86...
human_physiological_0145.wav,real/human_physiological_0145.wav,real,0,physiological,2.87,16000,1,91798,209b947d855a2e8a...
human_physiological_0146.wav,real/human_physiological_0146.wav,real,0,physiological,2.58,16000,1,82710,64ac75d7b08cbc2d...
human_physiological_0147.wav,real/human_physiological_0147.wav,real,0,physiological,2.47,16000,1,79236,3f11e1e965be0b61...
human_physiological_0148.wav,real/human_physiological_0148.wav,real,0,physiological,2.43,16000,1,77846,71a07b1d474435c5...
human_physiological_0149.wav,real/human_physiological_0149.wav,real,0,physiological,2.34,16000,1,74802,252409de0113993e...
human_physiological_0150.wav,real/human_physiological_0150.wav,real,0,physiological,2.79,16000,1,89308,72b3d598838f2482...
human_physiological_0151.wav,real/human_physiological_0151.wav,real,0,physiological,2.12,16000,1,67940,1b7f9d011fcf5248...
human_physiological_0152.wav,real/human_physiological_0152.wav,real,0,physiological,2.7,16000,1,86340,bb8ac76e398224b3...
human_physiological_0153.wav,real/human_physiological_0153.wav,real,0,physiological,3.15,16000,1,100758,6ffcca3fb4a6d546...
human_physiological_0154.wav,real/human_physiological_0154.wav,real,0,physiological,2.45,16000,1,78478,1625df1f02e07a7f...
human_physiological_0155.wav,real/human_physiological_0155.wav,real,0,physiological,2.29,16000,1,73212,f5f6e0b543d54b4b...
human_physiological_0156.wav,real/human_physiological_0156.wav,real,0,physiological,2.03,16000,1,65128,7e1224d969e99a64...
human_physiological_0157.wav,real/human_physiological_0157.wav,real,0,physiological,2.29,16000,1,73416,de0852513290448b...
human_physiological_0158.wav,real/human_physiological_0158.wav,real,0,physiological,2.32,16000,1,74202,b2967c863611653c...
human_physiological_0159.wav,real/human_physiological_0159.wav,real,0,physiological,2.2,16000,1,70304,ec1b2d94ed25ace6...
human_physiological_0160.wav,real/human_physiological_0160.wav,real,0,physiological,2.17,16000,1,69482,9930be846506f1d1...
human_physiological_0161.wav,real/human_physiological_0161.wav,real,0,physiological,2.7,16000,1,86348,032e4900ccc0c1ff...
human_physiological_0162.wav,real/human_physiological_0162.wav,real,0,physiological,2.29,16000,1,73244,60a8626daf467192...
human_physiological_0163.wav,real/human_physiological_0163.wav,real,0,physiological,2.93,16000,1,93922,157fd3d9e6b2fda3...
human_physiological_0164.wav,real/human_physiological_0164.wav,real,0,physiological,2.51,16000,1,80512,d5ddb98997756017...
human_physiological_0165.wav,real/human_physiological_0165.wav,real,0,physiological,2.24,16000,1,71638,931fd868b200b8db...
human_physiological_0166.wav,real/human_physiological_0166.wav,real,0,physiological,2.39,16000,1,76668,6c5444ba8f50e587...
human_physiological_0167.wav,real/human_physiological_0167.wav,real,0,physiological,2.2,16000,1,70430,162cf0f08060034d...
human_physiological_0168.wav,real/human_physiological_0168.wav,real,0,physiological,2.57,16000,1,82308,9a5e9daea751c902...
human_physiological_0169.wav,real/human_physiological_0169.wav,real,0,physiological,2.61,16000,1,83444,ac93b81249aadb1c...
human_physiological_0170.wav,real/human_physiological_0170.wav,real,0,physiological,2.71,16000,1,86896,6179f47f38690d09...
human_physiological_0171.wav,real/human_physiological_0171.wav,real,0,physiological,2.34,16000,1,75042,706934cbc2e3aaa5...
human_physiological_0172.wav,real/human_physiological_0172.wav,real,0,physiological,2.42,16000,1,77574,73cef441ad86f2c5...
human_physiological_0173.wav,real/human_physiological_0173.wav,real,0,physiological,2.34,16000,1,75038,c7489d4ac9d3f2bb...
human_physiological_0174.wav,real/human_physiological_0174.wav,real,0,physiological,2.98,16000,1,95316,5e8a33d09c5c78df...
human_physiological_0175.wav,real/human_physiological_0175.wav,real,0,physiological,2.87,16000,1,91960,bd7f93a92eba1aa9...
human_physiological_0176.wav,real/human_physiological_0176.wav,real,0,physiological,2.74,16000,1,87606,5ddd76af138b5e81...
human_physiological_0177.wav,real/human_physiological_0177.wav,real,0,physiological,2.56,16000,1,82032,610743ae6ec58be2...
human_physiological_0178.wav,real/human_physiological_0178.wav,real,0,physiological,2.88,16000,1,92148,64d06f0736989b1f...
human_physiological_0179.wav,real/human_physiological_0179.wav,real,0,physiological,2.5,16000,1,80194,1d7ee602dddfd63c...
human_physiological_0180.wav,real/human_physiological_0180.wav,real,0,physiological,2.99,16000,1,95714,870b0c2e2bcef0e0...
human_physiological_0181.wav,real/human_physiological_0181.wav,real,0,physiological,3.09,16000,1,98820,8176c9d9a23ad5f9...
human_physiological_0182.wav,real/human_physiological_0182.wav,real,0,physiological,2.64,16000,1,84462,3ab63ae2e665e826...
human_physiological_0183.wav,real/human_physiological_0183.wav,real,0,physiological,2.41,16000,1,77150,13db6701dce1f71d...
human_physiological_0184.wav,real/human_physiological_0184.wav,real,0,physiological,2.3,16000,1,73560,b8294e796bb8c1da...
human_physiological_0185.wav,real/human_physiological_0185.wav,real,0,physiological,2.73,16000,1,87550,9a426cf518608f86...
human_physiological_0186.wav,real/human_physiological_0186.wav,real,0,physiological,2.43,16000,1,77954,ebe782cda9b0b10b...
human_physiological_0187.wav,real/human_physiological_0187.wav,real,0,physiological,2.01,16000,1,64460,d86244fd497a7bd5...
human_physiological_0188.wav,real/human_physiological_0188.wav,real,0,physiological,2.82,16000,1,90388,ebf3ef82a1ff67ba...
human_physiological_0189.wav,real/human_physiological_0189.wav,real,0,physiological,3.19,16000,1,102074,8876851febbbdc01...
human_physiological_0190.wav,real/human_physiological_0190.wav,real,0,physiological,3.16,16000,1,101124,c4b8fe46ef13dd03...
human_physiological_0191.wav,real/human_physiological_0191.wav,real,0,physiological,2.48,16000,1,79404,3784308d8b28fe60...
human_physiological_0192.wav,real/human_physiological_0192.wav,real,0,physiological,2.38,16000,1,76178,fa2e08f9ec9598e7...
human_physiological_0193.wav,real/human_physiological_0193.wav,real,0,physiological,2.56,16000,1,81924,707add112ec8a51c...
human_physiological_0194.wav,real/human_physiological_0194.wav,real,0,physiological,2.46,16000,1,78672,7ad5843d9b71c636...
human_physiological_0195.wav,real/human_physiological_0195.wav,real,0,physiological,2.99,16000,1,95622,2a4e1fe481e65708...
human_physiological_0196.wav,real/human_physiological_0196.wav,real,0,physiological,2.04,16000,1,65172,3a02ad209e2bd45d...
human_physiological_0197.wav,real/human_physiological_0197.wav,real,0,physiological,2.19,16000,1,70254,ac05130910455308...
human_physiological_0198.wav,real/human_physiological_0198.wav,real,0,physiological,3.12,16000,1,99978,405d643eb06ba515...
human_physiological_0199.wav,real/human_physiological_0199.wav,real,0,physiological,2.3,16000,1,73664,296902034cf75b6b...
human_physiological_0200.wav,real/human_physiological_0200.wav,real,0,physiological,2.83,16000,1,90558,2e9769f2ff0ef788...
local_real_00041_real_0001.wav,real/local_real_00041_real_0001.wav,real,0,local,3.23,16000,1,103268,3e15f6a572fe0826...
local_real_00042_real_0002.wav,real/local_real_00042_real_0002.wav,real,0,local,3.14,16000,1,100490,09d223f27b56209e...
local_real_00043_real_0003.wav,real/local_real_00043_real_0003.wav,real,0,local,3.2,16000,1,102324,fdc9f9f5f44f347d...
local_real_00044_real_0004.wav,real/local_real_00044_real_0004.wav,real,0,local,3.08,16000,1,98678,cab4bd82aad54333...
local_real_00045_real_0005.wav,real/local_real_00045_real_0005.wav,real,0,local,3.22,16000,1,102974,e11d7d5411815192...
local_real_00046_real_0006.wav,real/local_real_00046_real_0006.wav,real,0,local,2.59,16000,1,82916,c851f055914fbbe9...
local_real_00047_real_0007.wav,real/local_real_00047_real_0007.wav,real,0,local,2.42,16000,1,77382,cf785646234fb723...
local_real_00048_real_0008.wav,real/local_real_00048_real_0008.wav,real,0,local,2.54,16000,1,81310,a8a48e5b0caed397...
local_real_00049_real_0009.wav,real/local_real_00049_real_0009.wav,real,0,local,2.38,16000,1,76128,a6f40e529b078edf...
local_real_00050_real_0010.wav,real/local_real_00050_real_0010.wav,real,0,local,2.48,16000,1,79440,3dd6886d9994da1e...
local_real_00051_real_0011.wav,real/local_real_00051_real_0011.wav,real,0,local,2.97,16000,1,95184,4bc1fe4e1f33b8c1...
local_real_00052_real_0012.wav,real/local_real_00052_real_0012.wav,real,0,local,3.13,16000,1,100250,ae197df242744d39...
local_real_00053_real_0013.wav,real/local_real_00053_real_0013.wav,real,0,local,3.23,16000,1,103462,c0f0f68b47574ed1...
local_real_00054_real_0014.wav,real/local_real_00054_real_0014.wav,real,0,local,2.97,16000,1,95126,9eb84a7ce64cfc64...
local_real_00055_real_0015.wav,real/local_real_00055_real_0015.wav,real,0,local,2.73,16000,1,87316,7e1dced90ebca722...
local_real_00056_real_0016.wav,real/local_real_00056_real_0016.wav,real,0,local,2.22,16000,1,71224,e6ffc139963c0d07...
local_real_00057_real_0017.wav,real/local_real_00057_real_0017.wav,real,0,local,3.09,16000,1,99028,fb2a5e2b36d9486b...
local_real_00058_real_0018.wav,real/local_real_00058_real_0018.wav,real,0,local,2.36,16000,1,75456,e48cb765cf24a5ad...
local_real_00059_real_0019.wav,real/local_real_00059_real_0019.wav,real,0,local,3.23,16000,1,103380,fc9b206654174f35...
local_real_00060_real_0020.wav,real/local_real_00060_real_0020.wav,real,0,local,2.63,16000,1,84208,9e945dd25b516fac...
local_real_00061_real_0021.wav,real/local_real_00061_real_0021.wav,real,0,local,2.58,16000,1,82640,527b2ff1d2e8965b...
local_real_00062_real_0022.wav,real/local_real_00062_real_0022.wav,real,0,local,2.15,16000,1,68782,6184c70657e5191e...
local_real_00063_real_0023.wav,real/local_real_00063_real_0023.wav,real,0,local,2.52,16000,1,80680,74984392ac3d13ce...
local_real_00064_real_0024.wav,real/local_real_00064_real_0024.wav,real,0,local,2.55,16000,1,81662,b370321038efe68f...
local_real_00065_real_0025.wav,real/local_real_00065_real_0025.wav,real,0,local,3.06,16000,1,97826,1fcde025ae805c76...
local_real_00066_real_0026.wav,real/local_real_00066_real_0026.wav,real,0,local,2.22,16000,1,71158,caec8cdd9c3d1243...
local_real_00067_real_0027.wav,real/local_real_00067_real_0027.wav,real,0,local,3.3,16000,1,105570,b9b5fa39f49f018f...
local_real_00068_real_0028.wav,real/local_real_00068_real_0028.wav,real,0,local,3.4,16000,1,108808,f78b4b70af197189...
local_real_00069_real_0029.wav,real/local_real_00069_real_0029.wav,real,0,local,3.34,16000,1,106796,d15f6f49d1d3aaee...
local_real_00070_real_0030.wav,real/local_real_00070_real_0030.wav,real,0,local,3.18,16000,1,101838,80c25bb4d8dc75e9...
local_real_00071_real_0031.wav,real/local_real_00071_real_0031.wav,real,0,local,2.05,16000,1,65630,ba6ccc0f28d61b56...
local_real_00072_real_0032.wav,real/local_real_00072_real_0032.wav,real,0,local,2.02,16000,1,64670,c087bf19d01af492...
local_real_00073_real_0033.wav,real/local_real_00073_real_0033.wav,real,0,local,2.99,16000,1,95756,e40efcc2f88474cb...
local_real_00074_real_0034.wav,real/local_real_00074_real_0034.wav,real,0,local,3.26,16000,1,104208,273694e81e4cc43c...
